area;rooms;bathroom;parking spaces;total
46;1;1;0;971
130;3;2;1;7771
37;1;1;0;1650
136;3;4;2;3633
81;2;2;1;2276
38;1;1;0;1869
198;3;4;2;2797
220;5;4;4;3306
125;3;4;1;6063
450;4;6;4;21690
145;3;2;2;5419
70;3;1;2;2389
140;3;4;3;10870
100;3;2;1;2340
39;1;1;0;1317
98;2;2;1;5371
367;4;5;3;12980
61;2;2;1;5152
66;2;2;1;2922
235;3;3;0;11670
110;3;3;2;3897
84;3;2;1;3033
165;3;1;3;3836
90;2;1;0;1412
48;1;1;0;1202
60;2;1;1;1001
92;3;2;2;4620
80;3;1;1;4132
25;1;1;0;659
220;4;4;4;8602
74;2;3;1;2602
98;2;2;0;3192
69;2;2;1;2246
90;2;1;1;2757
105;2;2;0;4829
400;3;4;4;13850
110;2;2;2;3041
245;3;4;3;18000
60;1;1;1;3040
40;1;1;0;1208
35;1;1;1;1421
35;1;1;0;4028
500;3;2;8;4693
30;1;1;0;2375
200;3;3;0;1830
33;1;1;1;3308
47;1;1;1;2633
50;1;1;0;857
54;2;2;2;3225
60;2;1;0;3237
36;1;1;1;2945
205;4;4;4;8471
625;5;3;2;16480
60;2;1;1;960
50;1;1;0;3382
185;2;3;3;9004
256;3;4;4;10890
170;3;3;2;12830
90;3;1;0;1807
110;2;3;0;3672
89;3;2;2;2998
54;1;1;1;4395
113;3;2;2;3057
100;3;1;1;4481
400;4;6;5;15250
65;2;1;1;2329
65;3;2;1;2435
50;1;1;1;4408
150;3;3;1;5974
170;4;3;4;4833
164;4;2;2;4001
470;3;4;0;11520
430;4;6;2;6067
108;3;3;2;3052
75;2;2;1;1686
200;4;3;1;4372
32;1;1;1;989
40;1;1;0;3066
360;4;5;4;21110
55;1;1;1;4996
30;1;1;0;2596
59;2;1;1;2014
120;3;2;1;5269
78;3;2;2;2573
95;2;3;0;8048
180;3;3;1;6936
91;2;3;2;6502
70;2;1;1;2424
315;3;5;4;11860
56;2;1;1;4388
480;4;3;3;14540
400;3;3;6;16350
83;4;2;2;2015
47;1;1;1;2633
90;2;1;1;1506
131;3;2;1;3762
700;5;7;3;14280
180;3;2;0;3612
60;2;1;0;1661
50;1;1;1;2687
200;3;2;3;3438
80;4;3;1;4741
54;2;1;1;1990
150;3;2;1;7961
129;3;3;1;3508
200;3;2;1;11130
65;1;1;0;2204
210;4;2;2;8805
115;3;2;2;4493
350;4;5;5;8908
55;1;1;0;1608
46;1;1;0;5823
160;3;2;1;4890
230;4;4;4;9590
180;4;4;4;13530
440;4;3;7;16310
90;2;2;1;4089
45;1;1;0;792
77;3;1;1;4472
25;1;1;0;1097
65;3;1;1;2101
60;2;2;0;1556
50;2;1;1;1107
103;3;2;2;3310
35;5;1;0;2738
121;2;1;2;1593
307;4;6;4;11080
150;3;2;2;9682
98;2;3;2;2850
16;1;1;0;920
45;1;1;1;3487
45;2;1;0;1857
70;3;1;1;1766
200;4;2;2;7098
155;3;2;1;6078
35;1;1;1;1063
60;3;2;1;1313
35;1;1;0;916
67;2;2;1;4185
38;1;1;0;1565
190;4;4;4;11550
45;1;1;1;1379
600;5;5;4;9292
27;1;1;1;3747
160;3;2;2;3685
320;4;6;4;12940
41;1;1;1;2951
60;1;1;1;4705
66;1;1;1;4372
41;1;1;0;2607
98;2;3;3;5378
75;2;1;0;2610
62;2;1;0;2525
120;2;1;1;1370
98;1;2;2;5714
380;4;5;4;11470
45;1;1;1;3600
65;2;1;1;1237
88;2;1;1;4394
250;3;4;2;3279
108;1;3;2;5538
160;3;2;2;5371
70;2;1;0;1370
320;4;5;5;12450
68;3;1;1;2129
130;3;2;1;5758
600;3;3;3;24880
127;3;2;2;3763
200;4;4;4;2975
90;3;2;2;4020
135;2;1;0;2031
70;2;2;0;3796
46;1;1;1;3872
20;1;1;0;2087
350;3;6;4;11840
45;1;1;1;2650
223;3;3;0;3534
115;1;2;2;3077
85;3;2;1;1793
63;2;1;1;1439
69;3;2;1;2017
48;2;1;1;1062
400;5;4;2;11140
49;2;1;1;1661
120;4;2;2;4657
168;3;4;3;10290
80;3;1;0;3952
100;2;4;2;8083
38;1;1;1;4000
45;1;1;0;1109
123;3;3;0;4103
200;4;2;3;3598
73;3;1;1;1802
80;2;1;1;8679
185;4;3;3;16570
100;3;3;4;9922
240;3;3;2;4801
405;4;3;2;19860
130;3;4;4;4920
129;2;3;1;2915
130;2;2;2;2864
73;2;1;1;3137
50;2;1;1;1855
90;3;2;1;2290
25;1;1;0;1148
556;4;5;7;9165
23;1;1;0;1027
110;2;2;0;4252
350;4;3;3;19650
300;4;3;5;4182
20;1;1;0;2076
31;1;1;1;1109
250;4;3;3;4666
200;4;2;2;6067
500;4;7;6;14460
105;3;2;0;6673
320;5;3;8;15130
236;4;4;0;7565
50;1;1;0;3907
65;2;1;0;1325
502;4;3;4;7043
160;3;3;2;7096
90;2;2;1;2105
44;1;1;1;1680
200;4;7;4;8696
150;3;2;0;2647
578;4;5;8;10430
85;3;2;1;4752
67;1;1;1;1006
900;6;6;6;6746
182;4;4;3;6086
54;2;1;1;969
33;1;1;0;2021
236;4;5;4;19280
33;1;1;1;2230
25;1;1;0;2173
400;4;4;6;7334
130;4;2;2;6147
240;4;3;3;21980
190;4;3;2;11800
42;1;1;1;2564
112;2;3;2;5934
108;3;2;2;4138
50;1;1;0;1403
60;2;1;1;1254
60;3;1;1;1999
462;4;4;0;12850
70;1;2;2;5850
72;2;1;1;3180
320;4;5;0;15740
140;2;2;2;2026
60;1;1;0;1642
114;5;3;1;6133
40;1;1;0;2475
76;1;1;1;6564
170;3;5;3;5186
156;4;2;2;3360
65;2;1;1;1314
67;1;1;1;1228
110;3;2;1;3199
300;4;5;5;16160
47;1;1;1;2633
35;1;1;0;1476
46;2;1;0;1771
60;2;1;0;3572
170;3;2;3;5076
30;1;1;0;1963
84;2;2;1;3961
720;4;5;4;15380
83;2;1;0;1580
250;3;3;1;8875
325;3;5;0;12210
98;1;1;1;3718
95;2;2;1;2617
380;4;4;4;6737
70;2;1;0;2591
86;3;3;0;3707
367;4;3;8;4978
495;5;5;4;20470
320;4;4;6;23620
197;3;4;3;12130
140;4;2;1;4413
105;2;1;1;2562
200;3;4;4;5477
88;3;2;1;3766
96;3;3;2;5088
192;3;4;4;10960
110;3;4;3;5762
43;1;1;2;3112
48;2;1;1;2122
65;2;1;0;1354
400;5;3;6;16040
160;3;2;0;1742
60;2;1;1;1327
110;3;2;2;4308
56;3;1;1;1395
140;3;2;2;9794
150;3;2;3;2538
208;3;4;3;6849
32;1;1;0;1817
50;1;1;1;2112
300;5;3;4;6099
32;1;1;1;3742
900;5;5;2;4257
40;1;1;0;861
301;3;3;4;5999
299;5;4;2;7176
131;3;2;1;4715
78;2;1;1;1699
45;1;1;0;999
250;5;3;2;3237
40;1;1;0;989
40;1;1;1;2783
244;3;6;4;19320
190;2;3;0;2555
80;3;2;1;2327
56;1;1;1;7626
53;1;1;0;1518
243;4;4;4;14180
62;2;1;0;1288
110;2;2;1;2297
176;3;3;3;7556
150;3;2;1;4678
190;4;4;3;10240
62;2;1;0;3350
78;2;1;0;1820
330;3;6;5;7207
284;4;4;1;11760
999;6;6;6;12480
55;1;1;0;1774
50;2;1;1;1810
109;4;3;1;2776
420;4;4;2;17880
40;1;1;0;898
140;3;3;2;4428
400;4;5;3;12650
28;1;1;1;3732
74;2;2;0;2281
41;2;1;1;1394
76;2;1;0;2820
233;3;3;0;2588
30;1;1;0;1549
530;4;5;6;7240
94;3;3;2;3170
160;3;3;1;6642
84;3;3;1;5639
120;3;2;2;7219
180;3;2;2;6656
51;2;1;1;4472
65;1;1;0;1594
206;3;2;3;6277
75;3;2;1;2206
125;3;2;4;7790
75;3;2;2;3033
96;3;1;1;4907
80;2;2;1;2229
45;2;1;1;1389
68;2;1;1;1787
50;2;1;1;3208
200;2;4;1;16060
100;3;2;2;9603
107;2;1;0;5548
60;1;2;0;2753
180;6;3;2;4208
85;3;2;2;2713
20;1;1;0;3399
260;4;3;2;10470
152;4;4;3;6030
25;1;1;0;2007
80;2;1;1;2496
79;2;2;1;3627
70;2;2;1;5334
92;2;2;1;4270
68;2;1;0;2263
158;3;3;2;8094
45;1;1;1;4224
284;5;2;3;4844
500;4;6;3;16070
151;4;3;3;6848
65;2;1;1;1457
70;2;1;0;2168
115;4;3;4;8222
155;1;1;2;7522
35;3;2;0;1709
71;3;2;1;1561
48;2;1;1;2297
202;3;3;3;9933
18;1;1;0;1213
76;3;1;1;1661
25;1;1;0;2627
68;2;1;1;3958
44;2;1;1;1370
320;3;3;2;8982
180;3;2;1;5569
250;3;2;2;6091
60;1;2;2;3861
180;3;2;2;5138
60;1;2;1;7642
50;2;1;1;1707
35;1;1;0;1144
270;4;4;0;18400
479;4;5;4;10170
50;1;2;1;6828
80;2;2;1;4156
110;3;2;0;2793
310;4;4;3;3741
500;4;4;3;20560
256;3;3;2;8102
52;2;1;1;1920
44;1;1;1;1218
100;2;4;2;4254
500;5;4;4;7600
50;1;1;1;2958
402;4;7;4;17480
45;1;1;1;4505
40;1;1;0;1271
35;1;1;0;1569
75;2;2;1;3362
190;3;4;4;16320
193;4;2;1;3116
90;3;2;2;3268
215;3;4;4;6466
65;2;2;0;1956
93;2;2;0;4853
50;2;1;1;1485
170;3;2;0;5889
380;4;3;2;8302
150;3;3;0;2599
45;1;1;0;2834
80;3;1;1;2984
35;1;1;0;1681
22;1;1;0;764
107;3;2;2;5148
125;2;2;1;1649
80;3;2;2;2550
24;1;1;0;2762
87;3;2;3;2496
400;7;7;0;15880
55;1;1;1;1194
48;2;1;1;2192
129;3;2;2;3315
200;3;3;0;3418
240;5;4;4;5429
140;3;2;3;9369
30;1;1;0;1577
28;1;1;1;1399
43;1;1;0;1972
184;4;2;3;5800
120;3;3;2;6611
170;3;3;2;2892
77;3;2;1;2531
50;1;1;0;1531
42;1;1;0;1872
250;2;1;0;1532
33;1;1;1;1801
106;3;3;2;3053
480;5;8;6;14630
74;1;1;1;7399
230;4;5;4;10740
62;2;1;0;1694
103;4;3;0;3075
90;3;2;0;1794
15;1;1;0;1692
137;3;3;1;7073
50;1;1;0;902
76;2;1;0;2286
168;4;3;3;6213
148;3;3;3;6985
220;4;3;3;6709
120;3;3;2;2247
136;4;5;2;5429
50;1;1;1;1706
78;3;1;1;2118
42;1;1;1;3731
45;1;1;0;1487
170;5;4;4;6441
310;5;2;1;3766
170;6;5;1;3521
68;2;1;1;1842
380;4;5;5;21190
62;2;1;1;1871
30;1;1;1;2141
50;2;1;1;971
20;1;1;0;549
63;2;2;1;2028
60;1;1;0;2031
86;3;3;0;4239
100;3;2;1;3957
70;2;2;1;4166
42;1;1;1;4074
90;3;2;0;3520
45;1;1;1;8590
73;2;3;1;2465
209;3;3;2;4544
200;4;3;2;4442
94;2;2;2;3745
115;2;2;1;2183
200;4;2;1;5167
147;3;1;1;3305
60;1;1;1;3826
200;3;3;6;6591
150;2;1;0;2150
135;2;3;2;3417
78;1;2;2;3227
124;3;3;2;4153
102;3;2;1;4078
200;5;2;4;3518
150;3;2;3;3421
40;1;2;0;2812
240;3;4;4;7764
102;3;3;0;5249
149;3;3;2;7469
300;4;2;3;7999
75;2;2;2;5463
48;2;1;1;2183
58;2;1;0;1814
59;2;1;0;1158
136;3;2;1;6749
35;1;1;1;4205
103;3;2;1;5526
129;3;2;3;5445
175;3;3;3;5398
96;3;2;2;4332
60;2;1;0;2676
38;1;1;1;1731
211;3;3;3;3698
72;2;1;1;1675
440;1;2;4;10530
70;3;2;1;2626
70;1;1;4;1362
53;2;2;1;2049
161;2;2;3;8486
180;3;3;1;5622
260;2;5;4;4655
60;2;1;1;1219
120;1;2;2;10820
36;1;1;0;1039
278;4;4;4;14720
113;2;2;1;4089
30;1;1;0;3692
300;4;3;3;4344
48;2;1;1;1164
524;4;5;3;12380
94;3;2;3;3398
320;4;6;4;20770
51;2;1;1;2999
78;2;2;1;8982
40;1;1;0;1744
360;4;4;3;8871
47;1;1;1;3454
45;2;1;1;1980
30;1;1;0;693
235;4;3;1;9027
142;3;4;3;7909
75;2;1;1;3928
117;3;1;1;4051
280;3;3;5;3555
380;4;4;5;18710
133;3;3;2;17980
83;2;2;1;1938
93;2;2;1;5978
178;3;2;3;5471
53;2;1;1;1816
165;3;3;3;5162
50;2;1;1;2375
100;2;1;2;3316
70;2;2;1;2504
250;3;4;5;4561
55;1;1;1;1385
294;3;4;4;6023
56;2;1;1;1200
220;3;4;4;11240
44;1;1;0;1930
15;1;1;0;1115
80;2;2;1;2946
70;2;2;1;2691
368;4;6;6;14120
35;1;1;0;2102
292;4;4;4;7450
470;4;4;4;16020
68;2;2;2;2135
83;2;2;2;2338
70;2;2;1;6368
300;3;4;2;17770
62;1;1;0;3536
75;3;2;1;3466
75;3;1;1;2508
72;3;2;1;2848
160;3;3;4;7456
150;3;4;2;3452
224;4;4;3;13290
540;4;3;5;19650
50;2;1;1;2054
80;2;2;1;2406
190;3;2;2;6917
160;3;2;2;4852
92;3;1;0;2469
30;1;1;0;1591
268;4;4;3;3695
40;1;1;0;1646
186;3;1;0;3384
100;2;2;1;5194
120;3;4;2;6637
160;2;3;2;16540
224;4;5;2;4589
33;2;1;0;2286
360;4;5;4;11070
444;3;6;4;8525
93;3;2;2;3062
49;1;2;0;1317
90;1;1;1;1584
96;3;2;2;4147
98;2;2;0;2169
240;3;4;3;6416
45;2;1;1;1112
50;2;1;1;1011
160;3;2;1;6997
67;3;2;1;1658
205;4;2;4;4206
25;1;1;0;610
167;3;3;3;4878
50;1;1;1;1631
104;2;2;2;6383
40;1;1;1;865
135;4;2;1;2968
210;3;2;2;3322
70;2;1;1;2017
200;3;3;1;5158
300;4;4;4;5149
155;4;3;1;10510
281;4;4;8;11000
23;1;1;0;2499
80;1;1;1;7293
99;3;2;0;2666
239;3;3;3;7283
356;3;4;4;11750
350;5;5;3;13650
270;4;5;4;17420
200;4;4;1;7883
124;3;3;3;5986
202;3;4;3;13710
40;1;1;0;4464
230;2;2;3;6128
45;1;1;1;925
23;1;1;1;2861
340;4;4;0;4395
342;5;6;5;6513
93;2;2;2;7061
174;3;4;3;13850
95;2;3;2;3485
104;2;2;2;4104
65;1;1;1;3532
90;1;1;0;2343
104;3;2;1;3648
78;2;2;2;3185
140;3;2;2;3474
50;2;2;1;2305
270;4;3;3;11460
131;2;1;0;1529
69;2;2;1;2202
630;4;6;4;15150
140;3;3;2;7332
255;3;4;4;6839
187;4;3;2;8366
120;3;2;1;1060
50;2;1;1;1043
190;3;3;1;8989
16;1;1;0;993
92;2;1;1;6947
56;3;1;0;2251
58;1;2;2;1823
45;2;1;1;1970
70;2;2;1;1551
125;3;3;1;3091
79;3;2;0;1837
62;2;2;2;2607
55;1;1;0;1746
84;2;2;0;2267
58;2;2;2;2728
80;2;1;0;1522
196;4;4;5;18930
326;3;4;4;11000
54;2;1;2;1146
62;1;1;0;1077
72;2;1;1;1978
156;3;2;2;10300
250;3;2;8;7958
45;1;1;1;3540
200;4;4;3;8764
131;3;2;3;3724
55;1;1;1;4481
118;3;2;2;10920
300;3;4;1;5110
45;1;1;1;3153
372;3;4;3;5934
55;1;1;1;2263
55;2;1;1;1845
46;2;1;0;3280
24;1;1;1;1330
52;2;1;1;1469
180;4;3;2;8887
97;3;2;2;3355
200;3;2;4;3553
67;2;2;2;5908
101;2;1;2;2674
240;4;4;3;4662
250;6;2;2;2536
94;3;1;0;1813
50;1;1;0;2514
74;2;2;2;3137
105;2;1;1;2395
38;1;1;0;1958
50;2;1;1;1585
54;1;1;1;3168
38;1;1;0;1772
115;3;2;2;2652
70;2;1;1;1331
102;3;4;3;8334
42;2;1;0;1105
70;2;2;1;1431
52;2;1;0;1897
800;4;5;8;14520
40;1;1;1;2153
74;3;2;1;4034
110;2;2;0;5432
56;1;1;1;1467
46;1;1;1;1524
125;3;3;1;2725
224;4;4;4;12100
58;1;2;1;5821
400;6;6;8;9140
58;1;1;1;2320
52;1;1;0;3767
82;3;1;2;1242
180;4;3;4;7497
58;2;2;1;2433
600;5;3;6;16910
59;2;2;1;1795
280;3;5;2;7731
275;5;2;4;3507
58;2;1;2;2676
170;3;2;2;11990
16;1;1;0;870
192;3;2;1;4919
196;2;3;3;8853
45;1;1;1;4935
40;1;1;0;1414
289;3;3;2;18820
73;3;2;2;2536
65;3;1;1;2495
25;1;1;0;1547
68;1;1;1;10900
512;4;6;5;14140
100;3;3;2;4789
41;1;1;1;3503
80;3;2;0;3898
53;1;1;0;1940
52;2;1;1;1713
130;3;2;2;3420
87;3;2;0;4623
55;2;1;1;1327
68;1;1;1;1834
230;3;4;4;9533
75;3;2;1;2064
50;2;1;0;2058
465;4;4;4;12250
346;5;5;2;4265
113;3;3;2;4853
75;1;2;1;6165
125;3;3;2;6042
35;1;1;0;1246
34;1;1;0;5024
200;5;2;3;5173
215;4;4;3;8328
92;3;2;2;4273
70;3;2;1;1853
61;2;1;0;1491
37;1;1;0;1706
30;1;1;0;2640
65;3;1;1;1141
40;1;1;0;1658
52;2;1;1;984
39;1;1;1;2644
350;3;3;8;10420
70;2;1;0;3938
140;3;3;2;3658
70;2;1;0;1057
60;1;2;1;4430
100;3;1;0;4875
53;2;1;0;1817
170;2;3;3;8943
270;3;2;2;2605
68;2;2;1;5730
58;2;2;2;2309
73;3;2;1;2356
20;1;1;0;2555
60;2;1;1;1274
65;3;2;0;4486
32;1;1;0;1868
80;2;2;0;2472
50;1;1;0;740
65;2;2;1;3695
129;2;2;2;8309
145;2;2;1;5097
48;1;1;1;1311
38;1;1;1;2706
520;5;5;2;17850
184;3;3;1;1748
130;2;3;2;6068
26;1;1;0;2541
350;7;4;2;9371
38;1;1;0;1567
194;2;3;0;4392
160;3;3;2;15160
32;1;1;1;1849
175;4;1;0;2376
26;1;1;1;3515
66;2;1;1;1451
83;3;2;1;4227
50;1;1;0;3196
400;3;6;3;5669
30;1;1;1;4051
92;3;2;1;3721
156;7;2;1;2767
150;3;4;3;4734
25;1;1;0;608
60;2;1;1;2447
40;1;1;1;2964
180;4;4;2;5210
230;3;2;3;4935
70;2;2;0;2824
70;1;2;1;1648
380;4;4;2;6583
80;2;2;2;5267
66;2;2;1;2911
86;2;1;1;3527
80;3;2;1;1990
84;3;2;1;2483
262;3;5;3;8726
90;3;1;1;1826
160;3;3;3;4924
58;2;2;1;2695
165;3;3;2;8242
48;1;1;0;2159
112;3;2;3;3382
110;3;2;2;4929
72;2;2;2;6314
65;1;1;0;2154
150;3;1;1;1041
65;3;2;1;2454
90;3;1;1;1923
66;2;2;0;1874
117;2;3;3;11180
80;3;2;0;4065
64;2;1;0;1160
64;1;1;0;2273
55;1;1;0;1675
70;2;1;1;1798
74;2;3;2;3731
126;3;4;1;6340
480;4;5;3;15970
97;3;3;1;1747
76;2;2;1;2553
102;3;1;1;3554
200;4;3;2;6030
38;1;1;0;2080
400;4;5;3;11940
200;3;1;2;3046
80;3;2;0;1912
80;3;1;4;5583
200;4;3;2;15140
36;1;1;0;1955
151;3;3;3;6551
49;2;2;1;2918
51;1;1;0;2173
80;3;2;1;3381
55;2;1;1;1394
110;2;2;1;3406
30;1;1;1;872
60;2;1;1;1398
830;2;2;2;2191
140;3;2;2;6106
70;3;1;1;1356
140;3;2;0;10080
90;2;2;0;7150
85;3;2;1;3215
150;3;3;1;6786
70;2;1;0;1143
205;3;3;4;12100
167;4;3;3;5876
47;1;1;1;2633
63;2;2;1;2566
18;1;1;0;1670
187;2;3;3;5032
79;3;2;2;3369
44;1;1;0;1166
90;2;3;1;2701
220;4;2;1;7434
100;2;1;0;1523
120;3;4;3;6086
180;4;3;3;7477
253;4;3;1;5639
50;2;1;0;964
120;2;3;1;2174
220;4;2;2;11310
140;2;1;0;3128
180;4;2;2;10050
170;3;5;3;7561
250;5;3;6;17930
70;1;2;1;3578
60;1;1;0;1363
380;4;2;6;10470
32;1;1;1;2658
116;3;2;2;4320
19;1;1;0;862
140;3;2;1;3227
500;4;3;5;12270
80;2;1;0;967
64;2;1;0;1804
20;1;1;0;2087
237;4;4;4;9185
190;4;4;3;9239
28;1;1;0;1821
46;2;1;1;1408
120;3;2;2;2751
76;2;1;1;2076
142;3;2;1;10750
296;3;2;1;15920
365;4;6;6;14160
125;4;2;2;6274
55;2;1;1;2103
400;6;4;3;6310
50;1;1;0;1786
36;1;1;0;3184
48;1;1;1;3487
38;1;1;0;1427
94;1;1;1;5821
49;2;1;1;2427
60;2;1;1;1670
70;2;3;1;3226
75;3;2;1;2229
54;1;1;0;4500
50;1;1;0;3989
81;2;3;2;8381
750;4;6;2;17270
20;1;1;0;2555
100;2;3;2;13130
49;1;1;1;1761
20;1;1;0;1097
80;2;1;0;1573
156;3;2;3;3596
287;3;3;4;6345
130;4;4;3;7577
302;4;4;3;11960
35;1;1;0;2213
90;2;1;0;2271
81;2;1;1;5421
40;2;1;0;1999
60;2;1;1;2675
25;1;1;0;3350
700;5;7;5;17470
237;3;5;3;8687
162;2;2;1;7413
190;4;3;2;8851
46;1;1;0;3275
172;3;4;3;10520
236;4;5;5;9152
100;3;1;2;1709
80;1;1;0;1364
335;3;4;4;6944
190;3;2;1;4246
207;4;3;1;6337
72;2;2;1;2439
102;3;2;1;5234
50;1;1;0;911
150;3;4;0;7650
220;4;3;2;5018
150;3;3;1;15170
110;3;2;1;3083
300;4;4;4;13580
29;1;1;0;1564
40;1;1;0;2908
500;4;5;3;17560
45;1;1;1;2895
75;2;2;1;2592
80;2;2;1;4221
65;2;1;0;1447
400;5;5;4;10250
49;1;1;2;10320
70;2;1;0;2956
130;4;2;6;6704
146;3;4;3;8761
64;2;1;0;2737
63;3;2;1;3792
46;2;1;1;1224
90;2;1;0;1260
573;4;5;7;16190
38;1;1;0;1702
70;2;1;1;2245
23;1;1;0;1223
84;2;2;1;2140
40;1;1;1;3236
1600;4;5;12;12010
200;5;3;2;2508
100;3;2;0;3218
69;2;2;0;1896
92;3;2;2;3015
120;3;2;4;6321
90;3;2;2;3962
53;2;1;1;4079
300;3;3;4;4707
65;2;2;2;4125
269;4;3;2;5338
130;3;2;1;3632
248;3;4;4;9810
45;1;1;1;1670
130;3;1;2;3988
75;2;1;0;1777
250;2;4;8;4894
35;1;1;1;3116
130;3;3;1;4505
30;1;1;0;2172
200;3;4;3;9254
40;1;1;0;1067
113;3;1;0;5937
100;2;2;2;7243
52;2;1;1;1700
34;1;1;1;2780
73;3;2;3;2521
210;4;5;3;7511
219;4;5;2;6275
70;3;2;1;2105
65;1;2;2;3037
52;1;1;0;2813
80;2;1;1;1586
74;2;1;1;2526
35;1;1;1;3024
70;1;1;2;1477
193;4;3;4;4197
50;1;1;0;756
55;2;2;1;1639
44;1;1;0;1102
68;2;1;1;2428
300;3;2;1;3198
70;1;1;0;967
300;4;4;2;8895
203;4;3;3;9957
45;2;2;0;1759
240;3;4;3;11210
100;2;3;2;3088
137;3;2;3;3491
61;2;2;1;3041
60;2;2;1;1897
13;1;1;0;2233
98;2;2;0;11040
138;2;3;2;11970
80;2;2;2;6011
30;1;1;0;557
63;2;2;2;2833
95;2;3;2;6364
54;2;1;1;1906
35;1;1;1;2807
44;1;1;0;1545
140;2;3;2;9651
70;2;1;0;1981
162;3;3;2;3343
420;4;4;4;19790
147;4;5;3;4508
80;1;1;1;3486
89;2;2;2;5961
163;3;3;3;4532
42;1;1;1;2564
330;4;5;2;18390
70;1;1;1;1673
104;3;2;1;3744
43;1;1;0;1495
67;2;1;1;2222
450;4;5;6;19230
28;1;1;1;2101
46;1;1;1;6807
34;1;1;1;4359
33;1;1;1;4370
70;3;1;0;1595
90;3;1;1;3031
75;3;3;2;3083
150;6;5;8;8757
300;3;3;3;3803
70;2;2;2;2695
320;3;4;1;8367
800;4;5;0;4546
400;4;7;4;12850
288;3;3;3;7695
90;2;2;1;1833
209;4;4;3;9334
55;2;1;1;2791
280;4;4;7;5229
190;4;4;4;11430
20;1;1;0;2555
294;3;6;3;2949
40;1;1;0;809
60;2;1;1;2878
400;4;3;2;3833
350;5;4;8;9898
68;3;2;1;1138
40;1;1;1;993
220;3;4;3;9664
200;3;3;3;7843
65;2;1;1;1764
225;4;3;2;4757
55;1;1;1;4053
100;2;2;1;2968
116;4;3;2;3801
59;2;1;0;6709
380;3;2;3;19310
175;4;3;3;15770
37;1;1;1;3636
34;1;1;1;2340
58;1;1;1;1770
72;3;1;1;2082
135;4;2;2;5095
164;4;3;2;6977
190;3;3;2;7295
110;3;1;0;3680
80;2;2;2;6570
90;3;2;1;2523
54;2;1;1;1164
100;3;2;1;5329
37;1;1;0;953
51;1;2;1;3216
62;2;1;1;1496
70;2;2;2;6068
63;2;1;0;1725
127;3;2;1;7799
230;4;3;2;14240
102;3;3;1;2725
65;2;2;1;2265
67;2;1;0;2167
56;1;1;0;1045
172;3;3;2;10020
60;2;1;1;550
80;2;2;1;5808
156;4;5;3;3097
70;1;1;1;1621
125;3;2;0;6764
90;2;2;2;3889
50;2;1;0;1197
260;4;3;1;9208
249;4;2;2;4422
179;3;5;0;17660
16;1;1;0;2548
350;7;5;5;9148
28;1;1;0;2790
102;3;2;2;3565
31;1;1;0;2932
480;4;6;3;10650
290;4;4;4;7572
35;1;1;1;3640
24;1;1;0;1938
70;2;1;1;1580
55;2;1;1;2359
120;3;1;1;4123
160;3;3;1;5472
47;1;1;1;1121
95;3;2;2;2930
300;4;3;3;9469
210;4;3;3;3854
45;1;1;1;2580
87;2;1;1;2082
250;4;4;2;9177
82;3;2;2;2779
93;3;2;2;3980
142;3;4;3;7777
74;3;2;1;1860
36;1;1;0;1673
33;1;1;0;4550
80;2;1;0;1811
90;2;1;1;1643
195;2;3;3;12170
186;3;2;2;3886
275;4;4;3;11440
230;4;4;5;12000
42;1;1;1;3112
388;4;4;1;21350
94;3;3;2;3593
260;4;2;2;8386
65;3;2;1;1794
76;2;1;0;2121
131;4;4;3;8995
225;3;3;4;12740
71;3;2;2;1792
201;4;4;3;7874
570;3;6;2;17520
53;2;2;1;1713
240;4;5;3;4809
50;1;1;0;2835
68;2;2;1;2309
54;1;1;1;6102
178;2;3;4;6580
50;1;1;0;1117
212;4;3;6;3265
380;4;6;4;9726
138;2;2;1;8178
180;4;3;3;6610
43;1;1;1;1254
48;1;1;1;2837
180;3;3;0;8992
70;1;2;1;4032
155;2;2;2;2878
262;3;4;4;22090
25;1;1;1;2522
50;3;1;1;3510
108;3;2;1;6905
170;3;2;1;6343
60;1;1;0;1050
78;3;2;2;3198
170;3;2;0;5402
20;1;1;0;608
500;5;4;4;7309
248;3;4;4;18310
145;3;3;2;6970
50;1;1;1;9694
44;1;2;0;1520
200;3;2;2;4818
58;2;2;1;1512
280;3;4;4;21690
52;1;1;1;4831
271;3;3;2;9080
223;4;4;7;6752
263;4;5;4;17150
157;4;3;1;4871
323;5;5;3;5455
80;2;2;1;2198
70;2;2;2;7384
74;3;2;1;1556
66;3;1;2;1438
80;2;1;1;2092
100;3;2;2;3179
218;4;4;2;8512
73;2;1;1;1960
230;4;2;2;19010
80;3;5;2;16610
180;3;3;3;4814
85;3;2;1;3507
37;1;1;0;989
65;2;1;0;1161
440;4;3;2;14000
57;2;1;0;1650
74;3;2;1;2350
180;3;4;3;4772
198;3;3;0;8862
170;3;4;3;7822
240;3;4;3;13780
59;2;2;0;2795
525;5;4;4;10620
226;4;4;4;8377
60;2;2;2;2217
43;2;1;0;2017
158;4;4;3;9159
42;1;1;1;1600
50;1;1;0;1303
66;2;1;1;969
39;1;1;1;4979
64;1;2;1;4782
70;3;2;0;1583
30;1;1;1;1956
135;3;3;0;5426
170;3;2;1;7553
120;3;2;1;9631
92;2;1;0;1280
183;4;4;4;11920
210;3;3;2;13110
30;1;1;0;1462
119;3;3;2;6366
298;5;3;2;6770
